decade,state_x,county_x,icpsrfip_x,statenam_x,countynam_x,state_y,county_y,icpsrfip_y,statenam_y,countynam_y,dist_km,dist_mi
1870,010,0010,1001,Alabama,Autauga,010,0010,1001,Alabama,Autauga,0,0
1870,010,0010,1001,Alabama,Autauga,010,0015,1021,Alabama,Baker,36.68488972579376,22.794933666011445
1870,010,0010,1001,Alabama,Autauga,010,0850,1085,Alabama,Lowndes,42.32650343826257,26.30046990467066
1870,010,0010,1001,Alabama,Autauga,010,0510,1051,Alabama,Elmore,46.81829517333865,29.091539890376666
1870,010,0010,1001,Alabama,Autauga,010,0470,1047,Alabama,Dallas,48.12317894033365,29.90235707240549
1870,010,0010,1001,Alabama,Autauga,010,1010,1101,Alabama,Montgomery,53.853289156188936,33.46288248888279
1870,010,0010,1001,Alabama,Autauga,010,0370,1037,Alabama,Coosa,58.00502294422397,36.042650262606124
1870,010,0010,1001,Alabama,Autauga,010,1050,1105,Alabama,Perry,62.69641937976761,38.95774885901784
1870,010,0010,1001,Alabama,Autauga,010,0070,1007,Alabama,Bibb,68.60546672563152,42.62946065330412
1870,010,0015,1021,Alabama,Baker,010,0015,1021,Alabama,Baker,0,0
1870,010,0015,1021,Alabama,Baker,010,0010,1001,Alabama,Autauga,36.68488972579376,22.794933666011445
1870,010,0015,1021,Alabama,Baker,010,0070,1007,Alabama,Bibb,42.71582794992086,26.542384940646986
1870,010,0015,1021,Alabama,Baker,010,0370,1037,Alabama,Coosa,43.170803555173144,26.8250936749215
1870,010,0015,1021,Alabama,Baker,010,1170,1117,Alabama,Shelby,46.661831899242145,28.994318119209964
1870,010,0015,1021,Alabama,Baker,010,0510,1051,Alabama,Elmore,59.43870550773012,36.93349930638181
1870,010,0015,1021,Alabama,Baker,010,1050,1105,Alabama,Perry,61.21905126142601,38.0397548699505
1870,010,0015,1021,Alabama,Baker,010,0470,1047,Alabama,Dallas,68.95071016145751,42.84398497863543
1870,010,0015,1021,Alabama,Baker,010,1210,1121,Alabama,Talladega,76.08346095448618,47.27607084283142
1870,010,0015,1021,Alabama,Baker,010,0850,1085,Alabama,Lowndes,78.74473792645185,48.92971168777548
1870,010,0030,1003,Alabama,Baldwin,010,0030,1003,Alabama,Baldwin,0,0
1870,010,0030,1003,Alabama,Baldwin,120,0330,12033,Florida,Escambia,33.98753779771018,21.11887688257449
1870,010,0030,1003,Alabama,Baldwin,010,0970,1097,Alabama,Mobile,46.7738574333768,29.063927558916237
1870,010,0030,1003,Alabama,Baldwin,010,0530,1053,Alabama,Escambia,69.89317838155215,43.429607580201434
1870,010,0030,1003,Alabama,Baldwin,120,1130,12113,Florida,Santa Rosa,77.80865984822968,48.34805973628334
1870,010,0050,1005,Alabama,Barbour,010,0050,1005,Alabama,Barbour,0,0
1870,010,0050,1005,Alabama,Barbour,130,2390,13239,Georgia,Quitman,35.452273469105656,22.02902143302204
1870,010,0050,1005,Alabama,Barbour,010,0110,1011,Alabama,Bullock,39.87865313406895,24.779446242735357
1870,010,0050,1005,Alabama,Barbour,130,0610,13061,Georgia,Clay,47.390714565000685,29.44722481023347
1870,010,0050,1005,Alabama,Barbour,010,1130,1113,Alabama,Russell,50.5179703086746,31.39041144011117
1870,010,0050,1005,Alabama,Barbour,010,1090,1109,Alabama,Pike,52.68988067090335,32.73997397132186
1870,010,0050,1005,Alabama,Barbour,010,0450,1045,Alabama,Dale,55.17884304571841,34.28654348959455
1870,010,0050,1005,Alabama,Barbour,130,2590,13259,Georgia,Stewart,57.72315700536847,35.86750688812839
1870,010,0050,1005,Alabama,Barbour,010,0670,1067,Alabama,Henry,58.762964972338196,36.51361360426225
1870,010,0050,1005,Alabama,Barbour,130,2430,13243,Georgia,Randolph,61.79247340173587,38.396062868930116
1870,010,0050,1005,Alabama,Barbour,010,0870,1087,Alabama,Macon,63.96683084996138,39.747145948884125
1870,010,0050,1005,Alabama,Barbour,130,0990,13099,Georgia,Early,76.56627537662376,47.57607781594443
1870,010,0050,1005,Alabama,Barbour,010,0310,1031,Alabama,Coffee,76.6840654558799,47.64926917792555
1870,010,0050,1005,Alabama,Barbour,130,0530,13053,Georgia,Chattahoochee,77.79289127239434,48.338261597516656
1870,010,0070,1007,Alabama,Bibb,010,0070,1007,Alabama,Bibb,0,0
1870,010,0070,1007,Alabama,Bibb,010,0015,1021,Alabama,Baker,42.71582794992086,26.542384940646986
1870,010,0070,1007,Alabama,Bibb,010,1050,1105,Alabama,Perry,42.811521908508006,26.60184640978419
1870,010,0070,1007,Alabama,Bibb,010,1250,1125,Alabama,Tuscaloosa,49.25034249160575,30.602744032105896
1870,010,0070,1007,Alabama,Bibb,010,1170,1117,Alabama,Shelby,52.29766849820838,32.49626462596439
1870,010,0070,1007,Alabama,Bibb,010,0650,1065,Alabama,Hale,53.78454542161922,33.42016711257436
1870,010,0070,1007,Alabama,Bibb,010,0730,1073,Alabama,Jefferson,67.5297505109605,41.96104158648497
1870,010,0070,1007,Alabama,Bibb,010,0010,1001,Alabama,Autauga,68.60546672563152,42.62946065330412
1870,010,0070,1007,Alabama,Bibb,010,0470,1047,Alabama,Dallas,73.01464530817148,45.36919720592428
1870,010,0070,1007,Alabama,Bibb,010,0630,1063,Alabama,Greene,78.62099270972246,48.85281997492267
1870,010,0090,1009,Alabama,Blount,010,0090,1009,Alabama,Blount,0,0
1870,010,0090,1009,Alabama,Blount,010,0950,1095,Alabama,Marshall,45.30955982778898,28.15405520994187
1870,010,0090,1009,Alabama,Blount,010,1150,1115,Alabama,St Clair,46.57736998179659,28.941835916868172
1870,010,0090,1009,Alabama,Blount,010,1030,1103,Alabama,Morgan,49.28144496329038,30.622070212018105
1870,010,0090,1009,Alabama,Blount,010,0550,1055,Alabama,Etowah,53.321889600697894,33.132686113532934
1870,010,0090,1009,Alabama,Blount,010,0730,1073,Alabama,Jefferson,59.20681275785862,36.78940783192297
1870,010,0090,1009,Alabama,Blount,010,1330,1133,Alabama,Winston,60.30404666990996,37.471197376017535
1870,010,0090,1009,Alabama,Blount,010,1270,1127,Alabama,Walker,64.47718038757729,40.06426244953029
1870,010,0090,1009,Alabama,Blount,010,0890,1089,Alabama,Madison,79.68962121926266,49.516834945954464
1870,010,0090,1009,Alabama,Blount,010,0150,1015,Alabama,Calhoun,79.74216235098139,49.54948249161203
1870,010,0110,1011,Alabama,Bullock,010,0110,1011,Alabama,Bullock,0,0
1870,010,0110,1011,Alabama,Bullock,010,0870,1087,Alabama,Macon,31.763169979730137,19.736718799541883
1870,010,0110,1011,Alabama,Bullock,010,1090,1109,Alabama,Pike,39.447146118378214,24.511320213936834
1870,010,0110,1011,Alabama,Bullock,010,0050,1005,Alabama,Barbour,39.87865313406895,24.779446242735357
1870,010,0110,1011,Alabama,Bullock,010,1010,1101,Alabama,Montgomery,48.204008907907095,29.952582485725106
1870,010,0110,1011,Alabama,Bullock,010,1130,1113,Alabama,Russell,53.52227819548554,33.257201813586896
1870,010,0110,1011,Alabama,Bullock,010,0810,1081,Alabama,Lee,65.95184675214136,40.98057764663176
1870,010,0110,1011,Alabama,Bullock,010,0510,1051,Alabama,Elmore,68.59840611356053,42.625073392363646
1870,010,0110,1011,Alabama,Bullock,010,0410,1041,Alabama,Crenshaw,70.3096289151191,43.68837794475181
1870,010,0110,1011,Alabama,Bullock,130,2390,13239,Georgia,Quitman,70.77799540984637,43.9794073919845
1870,010,0110,1011,Alabama,Bullock,010,0450,1045,Alabama,Dale,77.90985481869664,48.41093937573082
1870,010,0130,1013,Alabama,Butler,010,0130,1013,Alabama,Butler,0,0
1870,010,0130,1013,Alabama,Butler,010,0410,1041,Alabama,Crenshaw,34.6269780262284,21.516206619733367
1870,010,0130,1013,Alabama,Butler,010,0850,1085,Alabama,Lowndes,44.891253911455095,27.894131963989555
1870,010,0130,1013,Alabama,Butler,010,0350,1035,Alabama,Conecuh,46.83358878196103,29.101042898199967
1870,010,0130,1013,Alabama,Butler,010,0390,1039,Alabama,Covington,59.97249315761235,37.2651795747907
1870,010,0130,1013,Alabama,Butler,010,1310,1131,Alabama,Wilcox,64.95543797898895,40.361437939302306
1870,010,0130,1013,Alabama,Butler,010,0990,1099,Alabama,Monroe,68.03574214001183,42.27545020829071
1870,010,0130,1013,Alabama,Butler,010,1010,1101,Alabama,Montgomery,68.56592980256485,42.6048935482808
1870,010,0130,1013,Alabama,Butler,010,1090,1109,Alabama,Pike,69.79921477113534,43.37122129956982
1870,010,0130,1013,Alabama,Butler,010,0310,1031,Alabama,Coffee,76.3064961387126,47.41465848116506
1870,010,0130,1013,Alabama,Butler,010,0470,1047,Alabama,Dallas,76.608097423121,47.602064830838216
1870,010,0150,1015,Alabama,Calhoun,010,0150,1015,Alabama,Calhoun,0,0
1870,010,0150,1015,Alabama,Calhoun,010,0290,1029,Alabama,Cleburne,29.91038642245975,18.585452471603062
1870,010,0150,1015,Alabama,Calhoun,010,0550,1055,Alabama,Etowah,35.75482173667925,22.217016210753584
1870,010,0150,1015,Alabama,Calhoun,010,1150,1115,Alabama,St Clair,46.01441801776695,28.592033783806727
1870,010,0150,1015,Alabama,Calhoun,010,0190,1019,Alabama,Cherokee,48.75377640120566,30.294192168489364
1870,010,0150,1015,Alabama,Calhoun,010,1210,1121,Alabama,Talladega,54.566484124143805,33.90604129641857
1870,010,0150,1015,Alabama,Calhoun,010,0270,1027,Alabama,Clay,56.01194555765649,34.80420939069343
1870,010,0150,1015,Alabama,Calhoun,130,1430,13143,Georgia,Haralson,56.45004054662362,35.07642899630113
1870,010,0150,1015,Alabama,Calhoun,010,1110,1111,Alabama,Randolph,63.00920304755104,39.15210361958079
1870,010,0150,1015,Alabama,Calhoun,130,2330,13233,Georgia,Polk,63.713143813577965,39.589512132631405
1870,010,0150,1015,Alabama,Calhoun,130,0450,13045,Georgia,Carroll,73.350093332728,45.57763494487662
1870,010,0150,1015,Alabama,Calhoun,010,0490,1049,Alabama,Dekalb,75.54197190832822,46.939605148636794
1870,010,0150,1015,Alabama,Calhoun,130,1150,13115,Georgia,Floyd,77.75956598350122,48.317554223025475
1870,010,0150,1015,Alabama,Calhoun,010,0090,1009,Alabama,Blount,79.74216235098139,49.54948249161203
1870,010,0150,1015,Alabama,Calhoun,010,0950,1095,Alabama,Marshall,79.91905366565673,49.65939765870828
1870,010,0170,1017,Alabama,Chambers,010,0170,1017,Alabama,Chambers,0,0
1870,010,0170,1017,Alabama,Chambers,010,0810,1081,Alabama,Lee,34.558127554964216,21.47342492031784
1870,010,0170,1017,Alabama,Chambers,130,2850,13285,Georgia,Troup,36.43093082973593,22.637130923988714
1870,010,0170,1017,Alabama,Chambers,010,1230,1123,Alabama,Tallapoosa,38.38318355070861,23.85020452476808
1870,010,0170,1017,Alabama,Chambers,010,1110,1111,Alabama,Randolph,42.70439872865453,26.535283151802382
1870,010,0170,1017,Alabama,Chambers,130,1490,13149,Georgia,Heard,49.10472758008011,30.512263120923674
1870,010,0170,1017,Alabama,Chambers,130,1450,13145,Georgia,Harris,49.36859764102652,30.67622437528968
1870,010,0170,1017,Alabama,Chambers,010,0270,1027,Alabama,Clay,58.09580335229195,36.09905859299912
1870,010,0170,1017,Alabama,Chambers,010,0870,1087,Alabama,Macon,65.28705386971785,40.56749450068937
1870,010,0170,1017,Alabama,Chambers,130,2150,13215,Georgia,Muscogee,65.97953588796449,40.997782877970195
1870,010,0170,1017,Alabama,Chambers,130,1990,13199,Georgia,Meriwether,67.14114864842716,41.71957558385698
1870,010,0170,1017,Alabama,Chambers,010,1130,1113,Alabama,Russell,71.8299931865998,44.6330885047568
1870,010,0170,1017,Alabama,Chambers,130,0770,13077,Georgia,Coweta,76.29969277396508,47.41043106630067
1870,010,0170,1017,Alabama,Chambers,010,0510,1051,Alabama,Elmore,79.218309708131315,49.223975550367605
1870,010,0170,1017,Alabama,Chambers,010,0370,1037,Alabama,Coosa,79.9901593408203,49.7035806768595
1870,010,0190,1019,Alabama,Cherokee,010,0190,1019,Alabama,Cherokee,0,0
1870,010,0190,1019,Alabama,Cherokee,010,0490,1049,Alabama,Dekalb,36.50459200019342,22.682901853297484
1870,010,0190,1019,Alabama,Cherokee,130,1150,13115,Georgia,Floyd,36.73662086845476,22.827077907802508
1870,010,0190,1019,Alabama,Cherokee,130,0550,13055,Georgia,Chattooga,41.13689525019046,25.561281646553002
1870,010,0190,1019,Alabama,Cherokee,130,2330,13233,Georgia,Polk,42.407873742780716,26.351031067801813
1870,010,0190,1019,Alabama,Cherokee,010,0550,1055,Alabama,Etowah,43.06903105539759,26.76185517539899
1870,010,0190,1019,Alabama,Cherokee,010,0150,1015,Alabama,Calhoun,48.75377640120566,30.294192168489364
1870,010,0190,1019,Alabama,Cherokee,130,1430,13143,Georgia,Haralson,55.439259662679774,34.448358873354245
1870,010,0190,1019,Alabama,Cherokee,010,0290,1029,Alabama,Cleburne,56.0711803013776,34.84101615402129
1870,010,0190,1019,Alabama,Cherokee,130,2950,13295,Georgia,Walker,68.56840950482447,42.60643436383025
1870,010,0190,1019,Alabama,Cherokee,010,0950,1095,Alabama,Marshall,68.68665857922757,42.679910932173065
1870,010,0190,1019,Alabama,Cherokee,130,0150,13015,Georgia,Bartow,70.25576041749929,43.65490561216175
1870,010,0190,1019,Alabama,Cherokee,130,2230,13223,Georgia,Paulding,73.12871295116278,45.44007555324549
1870,010,0190,1019,Alabama,Cherokee,130,1290,13129,Georgia,Gordon,76.0074888561094,47.22886396948627
1870,010,0190,1019,Alabama,Cherokee,130,0830,13083,Georgia,Dade,76.54673219621273,47.563934246632314
1870,010,0190,1019,Alabama,Cherokee,010,0710,1071,Alabama,Jackson,76.97951760804642,47.83285463396634
1870,010,0230,1023,Alabama,Choctaw,010,0230,1023,Alabama,Choctaw,0,0
1870,010,0230,1023,Alabama,Choctaw,280,0230,28023,Mississippi,Clarke,40.24375305058046,25.006308813143864
1870,010,0230,1023,Alabama,Choctaw,010,0910,1091,Alabama,Marengo,51.37190604224876,31.921022504976207
1870,010,0230,1023,Alabama,Choctaw,010,0250,1025,Alabama,Clarke,55.95589960895816,34.76938405273068
1870,010,0230,1023,Alabama,Choctaw,280,0750,28075,Mississippi,Lauderdale,57.008170159284816,35.42323465914338
1870,010,0230,1023,Alabama,Choctaw,280,1530,28153,Mississippi,Wayne,58.79596575015875,36.53411933692136
1870,010,0230,1023,Alabama,Choctaw,010,1190,1119,Alabama,Sumter,63.897020219563885,39.70376763424319
1870,010,0230,1023,Alabama,Choctaw,010,1290,1129,Alabama,Washington,68.54691199057729,42.59307642777234
1870,010,0250,1025,Alabama,Clarke,010,0250,1025,Alabama,Clarke,0,0
1870,010,0250,1025,Alabama,Clarke,010,0990,1099,Alabama,Monroe,45.60802723468774,28.339514258410535
1870,010,0250,1025,Alabama,Clarke,010,1290,1129,Alabama,Washington,46.81787940502993,29.091281543926982
